parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,i,idx0,inst,j,pname,pstyle,ptype,usecol,x,y,zone
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:23_j:19_x:4875.00_y:4125.00_zone:1,none,factor,32.61505177570896,15.0,50.0,icstrtlayer1,1.0,0.0,1,23,,0,19,icstrtlayer1,d,gr,,4875.00,4125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:0_x:125.00_y:3875.00_zone:1,none,factor,37.23036343358254,15.0,50.0,icstrtlayer1,1.0,0.0,1,24,,0,0,icstrtlayer1,d,gr,,125.00,3875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:1_x:375.00_y:3875.00_zone:1,none,factor,28.096312859940813,15.0,50.0,icstrtlayer1,1.0,0.0,1,24,,0,1,icstrtlayer1,d,gr,,375.00,3875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:2_x:625.00_y:3875.00_zone:1,none,factor,35.48839122958395,15.0,50.0,icstrtlayer1,1.0,0.0,1,24,,0,2,icstrtlayer1,d,gr,,625.00,3875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:3_x:875.00_y:3875.00_zone:1,none,factor,43.23363321542821,15.0,50.0,icstrtlayer1,1.0,0.0,1,24,,0,3,icstrtlayer1,d,gr,,875.00,3875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:4_x:1125.00_y:3875.00_zone:1,none,factor,46.38315406220862,15.0,50.0,icstrtlayer1,1.0,0.0,1,24,,0,4,icstrtlayer1,d,gr,,1125.00,3875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:5_x:1375.00_y:3875.00_zone:1,none,factor,31.8190571362697,15.0,50.0,icstrtlayer1,1.0,0.0,1,24,,0,5,icstrtlayer1,d,gr,,1375.00,3875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:6_x:1625.00_y:3875.00_zone:1,none,factor,43.69308313687111,15.0,50.0,icstrtlayer1,1.0,0.0,1,24,,0,6,icstrtlayer1,d,gr,,1625.00,3875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:7_x:1875.00_y:3875.00_zone:1,none,factor,34.32967036882801,15.0,50.0,icstrtlayer1,1.0,0.0,1,24,,0,7,icstrtlayer1,d,gr,,1875.00,3875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:8_x:2125.00_y:3875.00_zone:1,none,factor,38.932962739732055,15.0,50.0,icstrtlayer1,1.0,0.0,1,24,,0,8,icstrtlayer1,d,gr,,2125.00,3875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:9_x:2375.00_y:3875.00_zone:1,none,factor,32.92423193580501,15.0,50.0,icstrtlayer1,1.0,0.0,1,24,,0,9,icstrtlayer1,d,gr,,2375.00,3875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:10_x:2625.00_y:3875.00_zone:1,none,factor,37.916715763454256,15.0,50.0,icstrtlayer1,1.0,0.0,1,24,,0,10,icstrtlayer1,d,gr,,2625.00,3875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:11_x:2875.00_y:3875.00_zone:1,none,factor,48.29014290253131,15.0,50.0,icstrtlayer1,1.0,0.0,1,24,,0,11,icstrtlayer1,d,gr,,2875.00,3875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:12_x:3125.00_y:3875.00_zone:1,none,factor,31.04208284663054,15.0,50.0,icstrtlayer1,1.0,0.0,1,24,,0,12,icstrtlayer1,d,gr,,3125.00,3875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:13_x:3375.00_y:3875.00_zone:1,none,factor,36.929724228448755,15.0,50.0,icstrtlayer1,1.0,0.0,1,24,,0,13,icstrtlayer1,d,gr,,3375.00,3875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:14_x:3625.00_y:3875.00_zone:1,none,factor,37.860610146468986,15.0,50.0,icstrtlayer1,1.0,0.0,1,24,,0,14,icstrtlayer1,d,gr,,3625.00,3875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:15_x:3875.00_y:3875.00_zone:1,none,factor,30.333731326695514,15.0,50.0,icstrtlayer1,1.0,0.0,1,24,,0,15,icstrtlayer1,d,gr,,3875.00,3875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:16_x:4125.00_y:3875.00_zone:1,none,factor,50.0,15.0,50.0,icstrtlayer1,1.0,0.0,1,24,,0,16,icstrtlayer1,d,gr,,4125.00,3875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:17_x:4375.00_y:3875.00_zone:1,none,factor,38.16355449698095,15.0,50.0,icstrtlayer1,1.0,0.0,1,24,,0,17,icstrtlayer1,d,gr,,4375.00,3875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:18_x:4625.00_y:3875.00_zone:1,none,factor,36.36665736548217,15.0,50.0,icstrtlayer1,1.0,0.0,1,24,,0,18,icstrtlayer1,d,gr,,4625.00,3875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:24_j:19_x:4875.00_y:3875.00_zone:1,none,factor,29.725278296254878,15.0,50.0,icstrtlayer1,1.0,0.0,1,24,,0,19,icstrtlayer1,d,gr,,4875.00,3875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:25_j:0_x:125.00_y:3625.00_zone:1,none,factor,37.53073879346885,15.0,50.0,icstrtlayer1,1.0,0.0,1,25,,0,0,icstrtlayer1,d,gr,,125.00,3625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:25_j:1_x:375.00_y:3625.00_zone:1,none,factor,40.93263480973285,15.0,50.0,icstrtlayer1,1.0,0.0,1,25,,0,1,icstrtlayer1,d,gr,,375.00,3625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:25_j:2_x:625.00_y:3625.00_zone:1,none,factor,35.735031839649885,15.0,50.0,icstrtlayer1,1.0,0.0,1,25,,0,2,icstrtlayer1,d,gr,,625.00,3625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:25_j:3_x:875.00_y:3625.00_zone:1,none,factor,40.21415187190398,15.0,50.0,icstrtlayer1,1.0,0.0,1,25,,0,3,icstrtlayer1,d,gr,,875.00,3625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:25_j:4_x:1125.00_y:3625.00_zone:1,none,factor,39.5268848227174,15.0,50.0,icstrtlayer1,1.0,0.0,1,25,,0,4,icstrtlayer1,d,gr,,1125.00,3625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:25_j:5_x:1375.00_y:3625.00_zone:1,none,factor,38.85414583767355,15.0,50.0,icstrtlayer1,1.0,0.0,1,25,,0,5,icstrtlayer1,d,gr,,1375.00,3625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:25_j:6_x:1625.00_y:3625.00_zone:1,none,factor,30.2242061239433,15.0,50.0,icstrtlayer1,1.0,0.0,1,25,,0,6,icstrtlayer1,d,gr,,1625.00,3625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:25_j:7_x:1875.00_y:3625.00_zone:1,none,factor,29.23524684660263,15.0,50.0,icstrtlayer1,1.0,0.0,1,25,,0,7,icstrtlayer1,d,gr,,1875.00,3625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:25_j:8_x:2125.00_y:3625.00_zone:1,none,factor,28.658657193890065,15.0,50.0,icstrtlayer1,1.0,0.0,1,25,,0,8,icstrtlayer1,d,gr,,2125.00,3625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:25_j:9_x:2375.00_y:3625.00_zone:1,none,factor,29.861829901077265,15.0,50.0,icstrtlayer1,1.0,0.0,1,25,,0,9,icstrtlayer1,d,gr,,2375.00,3625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:25_j:10_x:2625.00_y:3625.00_zone:1,none,factor,33.40793626880238,15.0,50.0,icstrtlayer1,1.0,0.0,1,25,,0,10,icstrtlayer1,d,gr,,2625.00,3625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:25_j:11_x:2875.00_y:3625.00_zone:1,none,factor,27.904087831836787,15.0,50.0,icstrtlayer1,1.0,0.0,1,25,,0,11,icstrtlayer1,d,gr,,2875.00,3625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:25_j:12_x:3125.00_y:3625.00_zone:1,none,factor,23.843472661365762,15.0,50.0,icstrtlayer1,1.0,0.0,1,25,,0,12,icstrtlayer1,d,gr,,3125.00,3625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:25_j:13_x:3375.00_y:3625.00_zone:1,none,factor,30.28582848063359,15.0,50.0,icstrtlayer1,1.0,0.0,1,25,,0,13,icstrtlayer1,d,gr,,3375.00,3625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:25_j:14_x:3625.00_y:3625.00_zone:1,none,factor,41.34815342651517,15.0,50.0,icstrtlayer1,1.0,0.0,1,25,,0,14,icstrtlayer1,d,gr,,3625.00,3625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:25_j:15_x:3875.00_y:3625.00_zone:1,none,factor,39.39377555355436,15.0,50.0,icstrtlayer1,1.0,0.0,1,25,,0,15,icstrtlayer1,d,gr,,3875.00,3625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:25_j:16_x:4125.00_y:3625.00_zone:1,none,factor,39.791940701173885,15.0,50.0,icstrtlayer1,1.0,0.0,1,25,,0,16,icstrtlayer1,d,gr,,4125.00,3625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:25_j:17_x:4375.00_y:3625.00_zone:1,none,factor,29.997729041829867,15.0,50.0,icstrtlayer1,1.0,0.0,1,25,,0,17,icstrtlayer1,d,gr,,4375.00,3625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:25_j:18_x:4625.00_y:3625.00_zone:1,none,factor,34.49200521627728,15.0,50.0,icstrtlayer1,1.0,0.0,1,25,,0,18,icstrtlayer1,d,gr,,4625.00,3625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:25_j:19_x:4875.00_y:3625.00_zone:1,none,factor,31.47288889756248,15.0,50.0,icstrtlayer1,1.0,0.0,1,25,,0,19,icstrtlayer1,d,gr,,4875.00,3625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:26_j:0_x:125.00_y:3375.00_zone:1,none,factor,34.160074275422474,15.0,50.0,icstrtlayer1,1.0,0.0,1,26,,0,0,icstrtlayer1,d,gr,,125.00,3375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:26_j:1_x:375.00_y:3375.00_zone:1,none,factor,40.663145167181085,15.0,50.0,icstrtlayer1,1.0,0.0,1,26,,0,1,icstrtlayer1,d,gr,,375.00,3375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:26_j:2_x:625.00_y:3375.00_zone:1,none,factor,31.35039108372764,15.0,50.0,icstrtlayer1,1.0,0.0,1,26,,0,2,icstrtlayer1,d,gr,,625.00,3375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:26_j:3_x:875.00_y:3375.00_zone:1,none,factor,37.83168776225904,15.0,50.0,icstrtlayer1,1.0,0.0,1,26,,0,3,icstrtlayer1,d,gr,,875.00,3375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:26_j:4_x:1125.00_y:3375.00_zone:1,none,factor,39.49849867292436,15.0,50.0,icstrtlayer1,1.0,0.0,1,26,,0,4,icstrtlayer1,d,gr,,1125.00,3375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:26_j:5_x:1375.00_y:3375.00_zone:1,none,factor,37.99792207694254,15.0,50.0,icstrtlayer1,1.0,0.0,1,26,,0,5,icstrtlayer1,d,gr,,1375.00,3375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:26_j:6_x:1625.00_y:3375.00_zone:1,none,factor,40.10775306993045,15.0,50.0,icstrtlayer1,1.0,0.0,1,26,,0,6,icstrtlayer1,d,gr,,1625.00,3375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:26_j:7_x:1875.00_y:3375.00_zone:1,none,factor,34.01261044437828,15.0,50.0,icstrtlayer1,1.0,0.0,1,26,,0,7,icstrtlayer1,d,gr,,1875.00,3375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:26_j:8_x:2125.00_y:3375.00_zone:1,none,factor,50.0,15.0,50.0,icstrtlayer1,1.0,0.0,1,26,,0,8,icstrtlayer1,d,gr,,2125.00,3375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:26_j:9_x:2375.00_y:3375.00_zone:1,none,factor,33.46858660105164,15.0,50.0,icstrtlayer1,1.0,0.0,1,26,,0,9,icstrtlayer1,d,gr,,2375.00,3375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:26_j:10_x:2625.00_y:3375.00_zone:1,none,factor,38.06877879644457,15.0,50.0,icstrtlayer1,1.0,0.0,1,26,,0,10,icstrtlayer1,d,gr,,2625.00,3375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:26_j:11_x:2875.00_y:3375.00_zone:1,none,factor,27.882388117099477,15.0,50.0,icstrtlayer1,1.0,0.0,1,26,,0,11,icstrtlayer1,d,gr,,2875.00,3375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:26_j:12_x:3125.00_y:3375.00_zone:1,none,factor,28.080042393700932,15.0,50.0,icstrtlayer1,1.0,0.0,1,26,,0,12,icstrtlayer1,d,gr,,3125.00,3375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:26_j:13_x:3375.00_y:3375.00_zone:1,none,factor,39.682143219066575,15.0,50.0,icstrtlayer1,1.0,0.0,1,26,,0,13,icstrtlayer1,d,gr,,3375.00,3375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:26_j:14_x:3625.00_y:3375.00_zone:1,none,factor,26.472053110917585,15.0,50.0,icstrtlayer1,1.0,0.0,1,26,,0,14,icstrtlayer1,d,gr,,3625.00,3375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:26_j:15_x:3875.00_y:3375.00_zone:1,none,factor,44.43101350949534,15.0,50.0,icstrtlayer1,1.0,0.0,1,26,,0,15,icstrtlayer1,d,gr,,3875.00,3375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:26_j:16_x:4125.00_y:3375.00_zone:1,none,factor,38.83743290766889,15.0,50.0,icstrtlayer1,1.0,0.0,1,26,,0,16,icstrtlayer1,d,gr,,4125.00,3375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:26_j:17_x:4375.00_y:3375.00_zone:1,none,factor,33.32062915596849,15.0,50.0,icstrtlayer1,1.0,0.0,1,26,,0,17,icstrtlayer1,d,gr,,4375.00,3375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:26_j:18_x:4625.00_y:3375.00_zone:1,none,factor,28.484919701620395,15.0,50.0,icstrtlayer1,1.0,0.0,1,26,,0,18,icstrtlayer1,d,gr,,4625.00,3375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:26_j:19_x:4875.00_y:3375.00_zone:1,none,factor,43.721400491290325,15.0,50.0,icstrtlayer1,1.0,0.0,1,26,,0,19,icstrtlayer1,d,gr,,4875.00,3375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:27_j:0_x:125.00_y:3125.00_zone:1,none,factor,36.715317246200435,15.0,50.0,icstrtlayer1,1.0,0.0,1,27,,0,0,icstrtlayer1,d,gr,,125.00,3125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:27_j:1_x:375.00_y:3125.00_zone:1,none,factor,36.163223537525454,15.0,50.0,icstrtlayer1,1.0,0.0,1,27,,0,1,icstrtlayer1,d,gr,,375.00,3125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:27_j:2_x:625.00_y:3125.00_zone:1,none,factor,39.52326106663994,15.0,50.0,icstrtlayer1,1.0,0.0,1,27,,0,2,icstrtlayer1,d,gr,,625.00,3125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:27_j:3_x:875.00_y:3125.00_zone:1,none,factor,47.55708177016817,15.0,50.0,icstrtlayer1,1.0,0.0,1,27,,0,3,icstrtlayer1,d,gr,,875.00,3125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:27_j:4_x:1125.00_y:3125.00_zone:1,none,factor,36.225195250383756,15.0,50.0,icstrtlayer1,1.0,0.0,1,27,,0,4,icstrtlayer1,d,gr,,1125.00,3125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:27_j:5_x:1375.00_y:3125.00_zone:1,none,factor,37.83681219904277,15.0,50.0,icstrtlayer1,1.0,0.0,1,27,,0,5,icstrtlayer1,d,gr,,1375.00,3125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:27_j:6_x:1625.00_y:3125.00_zone:1,none,factor,47.99289674519111,15.0,50.0,icstrtlayer1,1.0,0.0,1,27,,0,6,icstrtlayer1,d,gr,,1625.00,3125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:27_j:7_x:1875.00_y:3125.00_zone:1,none,factor,41.924875283876716,15.0,50.0,icstrtlayer1,1.0,0.0,1,27,,0,7,icstrtlayer1,d,gr,,1875.00,3125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:27_j:8_x:2125.00_y:3125.00_zone:1,none,factor,39.33816807401716,15.0,50.0,icstrtlayer1,1.0,0.0,1,27,,0,8,icstrtlayer1,d,gr,,2125.00,3125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:27_j:9_x:2375.00_y:3125.00_zone:1,none,factor,41.33643893429897,15.0,50.0,icstrtlayer1,1.0,0.0,1,27,,0,9,icstrtlayer1,d,gr,,2375.00,3125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:27_j:10_x:2625.00_y:3125.00_zone:1,none,factor,42.128531181636376,15.0,50.0,icstrtlayer1,1.0,0.0,1,27,,0,10,icstrtlayer1,d,gr,,2625.00,3125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:27_j:11_x:2875.00_y:3125.00_zone:1,none,factor,22.496056109617776,15.0,50.0,icstrtlayer1,1.0,0.0,1,27,,0,11,icstrtlayer1,d,gr,,2875.00,3125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:27_j:12_x:3125.00_y:3125.00_zone:1,none,factor,46.177261468096894,15.0,50.0,icstrtlayer1,1.0,0.0,1,27,,0,12,icstrtlayer1,d,gr,,3125.00,3125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:27_j:13_x:3375.00_y:3125.00_zone:1,none,factor,37.61833618801875,15.0,50.0,icstrtlayer1,1.0,0.0,1,27,,0,13,icstrtlayer1,d,gr,,3375.00,3125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:27_j:14_x:3625.00_y:3125.00_zone:1,none,factor,41.64453719869221,15.0,50.0,icstrtlayer1,1.0,0.0,1,27,,0,14,icstrtlayer1,d,gr,,3625.00,3125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:27_j:15_x:3875.00_y:3125.00_zone:1,none,factor,33.28832009438111,15.0,50.0,icstrtlayer1,1.0,0.0,1,27,,0,15,icstrtlayer1,d,gr,,3875.00,3125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:27_j:16_x:4125.00_y:3125.00_zone:1,none,factor,34.633429696705115,15.0,50.0,icstrtlayer1,1.0,0.0,1,27,,0,16,icstrtlayer1,d,gr,,4125.00,3125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:27_j:17_x:4375.00_y:3125.00_zone:1,none,factor,40.13701944589418,15.0,50.0,icstrtlayer1,1.0,0.0,1,27,,0,17,icstrtlayer1,d,gr,,4375.00,3125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:27_j:18_x:4625.00_y:3125.00_zone:1,none,factor,24.95101409742283,15.0,50.0,icstrtlayer1,1.0,0.0,1,27,,0,18,icstrtlayer1,d,gr,,4625.00,3125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:27_j:19_x:4875.00_y:3125.00_zone:1,none,factor,27.855847988885387,15.0,50.0,icstrtlayer1,1.0,0.0,1,27,,0,19,icstrtlayer1,d,gr,,4875.00,3125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:28_j:0_x:125.00_y:2875.00_zone:1,none,factor,32.48376704492862,15.0,50.0,icstrtlayer1,1.0,0.0,1,28,,0,0,icstrtlayer1,d,gr,,125.00,2875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:28_j:1_x:375.00_y:2875.00_zone:1,none,factor,45.787220354518446,15.0,50.0,icstrtlayer1,1.0,0.0,1,28,,0,1,icstrtlayer1,d,gr,,375.00,2875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:28_j:2_x:625.00_y:2875.00_zone:1,none,factor,29.07492923097332,15.0,50.0,icstrtlayer1,1.0,0.0,1,28,,0,2,icstrtlayer1,d,gr,,625.00,2875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:28_j:3_x:875.00_y:2875.00_zone:1,none,factor,35.75663539975804,15.0,50.0,icstrtlayer1,1.0,0.0,1,28,,0,3,icstrtlayer1,d,gr,,875.00,2875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:28_j:4_x:1125.00_y:2875.00_zone:1,none,factor,37.896799715800825,15.0,50.0,icstrtlayer1,1.0,0.0,1,28,,0,4,icstrtlayer1,d,gr,,1125.00,2875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:28_j:5_x:1375.00_y:2875.00_zone:1,none,factor,37.82297821219041,15.0,50.0,icstrtlayer1,1.0,0.0,1,28,,0,5,icstrtlayer1,d,gr,,1375.00,2875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:28_j:6_x:1625.00_y:2875.00_zone:1,none,factor,37.21796350532157,15.0,50.0,icstrtlayer1,1.0,0.0,1,28,,0,6,icstrtlayer1,d,gr,,1625.00,2875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:28_j:7_x:1875.00_y:2875.00_zone:1,none,factor,39.90077462361433,15.0,50.0,icstrtlayer1,1.0,0.0,1,28,,0,7,icstrtlayer1,d,gr,,1875.00,2875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:28_j:8_x:2125.00_y:2875.00_zone:1,none,factor,39.93872015123773,15.0,50.0,icstrtlayer1,1.0,0.0,1,28,,0,8,icstrtlayer1,d,gr,,2125.00,2875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:28_j:9_x:2375.00_y:2875.00_zone:1,none,factor,41.306268253692636,15.0,50.0,icstrtlayer1,1.0,0.0,1,28,,0,9,icstrtlayer1,d,gr,,2375.00,2875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:28_j:10_x:2625.00_y:2875.00_zone:1,none,factor,42.37428983532331,15.0,50.0,icstrtlayer1,1.0,0.0,1,28,,0,10,icstrtlayer1,d,gr,,2625.00,2875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:28_j:11_x:2875.00_y:2875.00_zone:1,none,factor,35.06090041054468,15.0,50.0,icstrtlayer1,1.0,0.0,1,28,,0,11,icstrtlayer1,d,gr,,2875.00,2875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:28_j:12_x:3125.00_y:2875.00_zone:1,none,factor,45.16550946184676,15.0,50.0,icstrtlayer1,1.0,0.0,1,28,,0,12,icstrtlayer1,d,gr,,3125.00,2875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:28_j:13_x:3375.00_y:2875.00_zone:1,none,factor,35.62713698167782,15.0,50.0,icstrtlayer1,1.0,0.0,1,28,,0,13,icstrtlayer1,d,gr,,3375.00,2875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:28_j:14_x:3625.00_y:2875.00_zone:1,none,factor,45.16712635670298,15.0,50.0,icstrtlayer1,1.0,0.0,1,28,,0,14,icstrtlayer1,d,gr,,3625.00,2875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:28_j:15_x:3875.00_y:2875.00_zone:1,none,factor,37.90312362869188,15.0,50.0,icstrtlayer1,1.0,0.0,1,28,,0,15,icstrtlayer1,d,gr,,3875.00,2875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:28_j:16_x:4125.00_y:2875.00_zone:1,none,factor,33.4586073557258,15.0,50.0,icstrtlayer1,1.0,0.0,1,28,,0,16,icstrtlayer1,d,gr,,4125.00,2875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:28_j:17_x:4375.00_y:2875.00_zone:1,none,factor,30.722289670724393,15.0,50.0,icstrtlayer1,1.0,0.0,1,28,,0,17,icstrtlayer1,d,gr,,4375.00,2875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:28_j:18_x:4625.00_y:2875.00_zone:1,none,factor,25.903245059326736,15.0,50.0,icstrtlayer1,1.0,0.0,1,28,,0,18,icstrtlayer1,d,gr,,4625.00,2875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:28_j:19_x:4875.00_y:2875.00_zone:1,none,factor,37.68591240972399,15.0,50.0,icstrtlayer1,1.0,0.0,1,28,,0,19,icstrtlayer1,d,gr,,4875.00,2875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:0_x:125.00_y:2625.00_zone:1,none,factor,33.86809331835246,15.0,50.0,icstrtlayer1,1.0,0.0,1,29,,0,0,icstrtlayer1,d,gr,,125.00,2625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:1_x:375.00_y:2625.00_zone:1,none,factor,39.35793010471937,15.0,50.0,icstrtlayer1,1.0,0.0,1,29,,0,1,icstrtlayer1,d,gr,,375.00,2625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:2_x:625.00_y:2625.00_zone:1,none,factor,38.54833191362243,15.0,50.0,icstrtlayer1,1.0,0.0,1,29,,0,2,icstrtlayer1,d,gr,,625.00,2625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:3_x:875.00_y:2625.00_zone:1,none,factor,33.70134372964142,15.0,50.0,icstrtlayer1,1.0,0.0,1,29,,0,3,icstrtlayer1,d,gr,,875.00,2625.00,1
